"Iteration: Iteration","CD Monitor: Force Coefficient"
1246,0.016555523809270209
1247,0.016555523575727496
1248,0.0165555238196647
1249,0.016555523808578283
1250,0.016555523574771802
1251,0.016555523818804603
1252,0.016555523808567778
1253,0.016555523575105129
1254,0.016555523819562355
1255,0.016555523808916693
1256,0.016555523575369466
1257,0.016555523818770516
1258,0.016555523807713479
1259,0.016555523573837203
1260,0.016555523818144211
1261,0.016555523807734902
1262,0.016555523574866192
1263,0.016555523818838902
1264,0.016555523807968753
1265,0.016555523574156981
1266,0.016555523817940489
1267,0.016555523807100951
1268,0.01655552357423145
1269,0.016555523818624344
1270,0.016555523808584036
1271,0.016555523574851162
1272,0.016555523818753668
1273,0.016555523807690861
1274,0.016555523574153207
1275,0.016555523818493283
1276,0.016555523808465603
1277,0.016555523575270077
1278,0.016555523819566664
1279,0.016555523808625568
1280,0.01655552357508995
1281,0.016555523818645008
1282,0.01655552380781693
1283,0.016555523574215344
1284,0.016555523818564039
1285,0.016555523808160402
1286,0.016555523575180149
1287,0.016555523819152436
1288,0.016555523808255056
1289,0.016555523574156017
1290,0.016555523818301457
1291,0.016555523807656444
1292,0.016555523574751891
1293,0.01655552381899808
1294,0.016555523808913175
1295,0.016555523575238842
1296,0.016555523819088262
1297,0.016555523808162102
1298,0.016555523574534152
1299,0.016555523818540689
1300,0.016555523808560652
1301,0.016555523575642377
1302,0.01655552382023524
1303,0.016555523809428888
1304,0.016555523576034507
1305,0.016555523819664714
1306,0.016555523808758136
1307,0.016555523575037041
1308,0.016555523819476808
1309,0.016555523809198096
1310,0.016555523576311387
1311,0.016555523820276207
1312,0.016555523809369574
1313,0.016555523575021491
1314,0.016555523818625111
1315,0.016555523808096488
1316,0.016555523575228243
1317,0.016555523819515004
1318,0.016555523809063919
1319,0.016555523575373973
1320,0.01655552381928585
1321,0.016555523808169846
1322,0.016555523574712301
1323,0.016555523818634219
1324,0.016555523808460815
1325,0.016555523575338509
1326,0.016555523820133786
1327,0.016555523809429269
1328,0.016555523575899039
1329,0.016555523819476302
1330,0.016555523808666369
1331,0.016555506812069302
